User_ID,Subscription_Type,Monthly_Revenue,Join_Date,Last_Payment_Date,Country,Age,Gender,Device,Plan_Duration
359,Premium,11,2022-11-20,2023-06-26,Spain,41,Male,Smartphone,1
360,Basic,15,2022-11-21,2023-06-30,Italy,43,Female,Tablet,1
361,Premium,12,2022-11-25,2023-06-28,United States,36,Female,Laptop,1
362,Basic,11,2022-12-08,2023-06-27,Canada,31,Male,Laptop,1
363,Standard,12,2022-11-01,2023-06-25,United Kingdom,47,Female,Smart TV,1
364,Standard,14,2022-10-12,2023-06-29,Australia,48,Male,Smart TV,1
365,Basic,11,2022-10-13,2023-06-27,Germany,36,Male,Laptop,1
366,Premium,12,2022-10-17,2023-06-29,France,41,Male,Smart TV,1
367,Basic,13,2022-10-23,2023-06-25,Brazil,32,Male,Laptop,1
368,Standard,13,2022-10-24,2023-06-28,Mexico,28,Male,Smartphone,1
369,Premium,12,2022-10-25,2023-06-27,Spain,46,Female,Smartphone,1
370,Basic,11,2022-10-22,2023-06-29,Italy,46,Female,Smartphone,1
371,Basic,11,2022-09-30,2023-06-25,United States,47,Male,Tablet,1
372,Basic,11,2022-09-06,2023-06-27,Canada,31,Female,Tablet,1
373,Standard,10,2022-06-18,2023-06-26,United Kingdom,44,Female,Tablet,1
374,Premium,10,2022-06-12,2023-06-28,Australia,39,Female,Laptop,1
375,Basic,14,2022-06-17,2023-06-28,Germany,44,Female,Laptop,1
376,Basic,12,2022-06-20,2023-06-27,France,39,Female,Smartphone,1
377,Premium,12,2022-08-27,2023-06-28,Brazil,37,Male,Laptop,1
378,Standard,14,2022-08-13,2023-06-27,Mexico,47,Female,Laptop,1
379,Standard,10,2022-08-12,2023-06-28,Spain,46,Female,Smart TV,1
380,Basic,15,2022-08-05,2023-06-27,Italy,27,Female,Smart TV,1
381,Premium,10,2022-07-14,2023-06-27,United States,43,Female,Laptop,1
382,Standard,10,2022-06-07,2023-06-26,Canada,51,Male,Smart TV,1
383,Basic,10,2022-06-01,2023-06-27,United Kingdom,49,Male,Smart TV,1
384,Standard,10,2022-05-19,2023-06-28,Australia,35,Female,Smartphone,1
385,Premium,15,2022-05-22,2023-06-27,Germany,44,Male,Smartphone,1
386,Basic,14,2022-07-11,2023-06-26,France,48,Male,Tablet,1
387,Premium,11,2022-07-19,2023-06-28,Brazil,39,Female,Tablet,1
388,Standard,12,2022-07-21,2023-06-28,Mexico,38,Male,Laptop,1
389,Basic,14,2022-08-02,2023-06-26,Spain,45,Male,Smart TV,1
390,Standard,13,2022-07-03,2023-06-28,Italy,43,Female,Laptop,1
391,Premium,13,2022-06-23,2023-06-27,United States,42,Male,Laptop,1
392,Basic,15,2022-06-03,2023-06-28,Canada,28,Male,Smart TV,1
393,Standard,10,2022-06-03,2023-06-26,United Kingdom,40,Male,Tablet,1
394,Premium,14,2022-05-30,2023-06-27,Australia,41,Female,Tablet,1
395,Basic,12,2022-06-05,2023-06-26,Germany,45,Female,Laptop,1
396,Premium,14,2022-06-10,2023-06-27,France,30,Female,Smartphone,1
397,Basic,11,2022-07-14,2023-06-26,Brazil,31,Female,Smartphone,1
398,Standard,13,2022-07-15,2023-06-27,Mexico,51,Female,Tablet,1
399,Standard,12,2022-07-14,2023-06-25,Spain,44,Female,Smartphone,1
400,Basic,14,2022-07-13,2023-06-27,Italy,49,Male,Laptop,1
401,Premium,12,2022-07-17,2023-06-26,United States,47,Female,Laptop,1
402,Basic,14,2022-07-21,2023-06-26,Canada,42,Male,Smartphone,1
403,Standard,13,2022-07-23,2023-06-28,United Kingdom,28,Male,Smartphone,1
404,Premium,13,2022-08-01,2023-06-28,Australia,28,Male,Smartphone,1
405,Basic,13,2022-08-06,2023-06-26,Germany,49,Female,Tablet,1
406,Premium,12,2022-08-19,2023-06-26,France,32,Female,Smartphone,1
407,Basic,12,2022-08-26,2023-06-27,Brazil,37,Female,Tablet,1
408,Standard,13,2022-09-27,2023-06-27,Mexico,37,Female,Tablet,1
409,Standard,14,2022-09-15,2023-06-25,Spain,37,Male,Smartphone,1
410,Basic,15,2022-09-02,2023-06-25,Italy,37,Male,Smart TV,1
411,Premium,14,2022-09-03,2023-06-26,United States,48,Female,Tablet,1
412,Basic,12,2022-09-03,2023-06-26,Canada,47,Male,Laptop,1
413,Standard,13,2022-08-24,2023-06-26,United Kingdom,41,Female,Smartphone,1
414,Premium,14,2022-08-21,2023-06-27,Australia,47,Female,Laptop,1
415,Basic,13,2022-08-23,2023-06-25,Germany,39,Female,Smartphone,1
416,Premium,10,2022-09-02,2023-06-26,France,28,Male,Tablet,1
417,Basic,14,2022-09-21,2023-06-29,Brazil,31,Male,Smart TV,1
418,Standard,14,2022-10-21,2023-06-27,Mexico,47,Female,Smart TV,1
419,Standard,11,2022-10-30,2023-06-27,Spain,27,Female,Laptop,1
420,Basic,10,2022-11-02,2023-06-28,Italy,28,Male,Laptop,1
421,Premium,14,2022-10-16,2023-06-28,United States,33,Male,Tablet,1
422,Basic,14,2022-09-15,2023-06-29,Canada,29,Female,Tablet,1
423,Standard,15,2022-09-12,2023-06-27,United Kingdom,41,Male,Smartphone,1
424,Premium,12,2022-09-18,2023-06-29,Australia,28,Female,Tablet,1
425,Basic,13,2022-10-04,2023-06-27,Germany,38,Male,Tablet,1
426,Premium,15,2022-10-05,2023-06-30,France,35,Male,Laptop,1
427,Basic,11,2022-11-06,2023-06-26,Brazil,51,Male,Smart TV,1
428,Standard,12,2022-11-17,2023-06-28,Mexico,45,Male,Smartphone,1
429,Standard,14,2022-11-18,2023-06-26,Spain,51,Male,Laptop,1
430,Basic,14,2022-11-22,2023-06-30,Italy,46,Female,Smart TV,1
431,Premium,15,2022-12-04,2023-06-28,United States,28,Male,Smart TV,1
432,Basic,12,2022-11-19,2023-06-30,Canada,46,Female,Smart TV,1
433,Standard,11,2022-11-06,2023-06-25,United Kingdom,46,Female,Smartphone,1
434,Premium,12,2022-10-15,2023-06-29,Australia,32,Female,Laptop,1
435,Basic,11,2022-10-17,2023-06-28,Germany,39,Female,Smart TV,1
436,Premium,11,2022-10-19,2023-06-29,France,41,Female,Smartphone,1
437,Basic,13,2022-10-23,2023-06-25,Brazil,47,Male,Smart TV,1
438,Standard,12,2022-10-24,2023-06-28,Mexico,35,Male,Smart TV,1
439,Standard,12,2022-10-23,2023-06-27,Spain,37,Female,Smart TV,1
440,Basic,11,2022-10-10,2023-06-29,Italy,47,Male,Tablet,1
441,Premium,13,2022-10-05,2023-06-28,United States,48,Female,Laptop,1
442,Basic,12,2022-07-01,2023-06-27,Canada,30,Female,Laptop,1
443,Standard,10,2022-07-01,2023-06-27,United Kingdom,36,Male,Smart TV,1
444,Premium,10,2022-06-25,2023-06-28,Australia,50,Female,Smartphone,1
445,Basic,12,2022-06-24,2023-06-28,Germany,41,Male,Tablet,1
446,Basic,14,2022-06-28,2023-06-28,France,46,Female,Smartphone,1
447,Basic,15,2022-08-11,2023-06-28,Brazil,36,Female,Laptop,1
448,Standard,14,2022-08-12,2023-06-27,Mexico,48,Male,Tablet,1
449,Premium,10,2022-08-07,2023-06-28,Spain,37,Female,Laptop,1
450,Basic,14,2022-08-06,2023-06-27,Italy,49,Male,Laptop,1
451,Basic,12,2022-07-18,2023-06-28,United States,31,Female,Laptop,1
452,Premium,12,2022-06-16,2023-06-26,Canada,42,Female,Laptop,1
453,Standard,11,2022-05-30,2023-06-28,United Kingdom,45,Female,Tablet,1
454,Standard,15,2022-05-28,2023-06-28,Australia,51,Female,Tablet,1
455,Basic,11,2022-05-31,2023-06-27,Germany,31,Female,Smart TV,1
456,Premium,14,2022-06-04,2023-06-27,France,41,Male,Tablet,1
457,Standard,14,2022-06-29,2023-06-28,Brazil,40,Male,Smart TV,1
458,Basic,10,2022-07-24,2023-06-28,Mexico,27,Male,Tablet,1
459,Standard,10,2022-07-19,2023-06-27,Spain,46,Female,Tablet,1
460,Premium,10,2022-06-30,2023-06-28,Italy,30,Female,Smart TV,1
461,Basic,11,2022-06-16,2023-06-27,United States,37,Male,Smart TV,1
462,Premium,15,2022-06-10,2023-06-28,Canada,45,Male,Smartphone,1
463,Standard,11,2022-06-01,2023-06-26,United Kingdom,40,Male,Smart TV,1
464,Basic,13,2022-06-03,2023-06-28,Australia,45,Male,Laptop,1
465,Standard,11,2022-06-05,2023-06-26,Germany,34,Male,Laptop,1
466,Premium,10,2022-06-07,2023-06-27,France,33,Male,Laptop,1
467,Basic,10,2022-06-22,2023-06-26,Brazil,47,Female,Laptop,1
468,Standard,11,2022-06-28,2023-06-27,Mexico,32,Male,Smart TV,1
469,Premium,12,2022-06-29,2023-06-29,Spain,41,Female,Tablet,1
470,Basic,15,2022-07-03,2023-06-28,Italy,31,Female,Tablet,1
471,Premium,15,2022-07-08,2023-06-27,United States,43,Male,Tablet,1
472,Basic,10,2022-07-13,2023-06-27,Canada,32,Female,Tablet,1
473,Standard,10,2022-07-27,2023-06-28,United Kingdom,46,Female,Smartphone,1
474,Standard,14,2022-07-30,2023-06-28,Australia,38,Male,Smartphone,1
475,Basic,11,2022-08-13,2023-06-26,Germany,31,Female,Smart TV,1
476,Premium,14,2022-08-18,2023-06-26,France,31,Female,Laptop,1
477,Basic,10,2022-08-24,2023-06-27,Brazil,50,Male,Laptop,1
478,Standard,10,2022-09-08,2023-06-27,Mexico,32,Male,Laptop,1
479,Premium,13,2022-09-04,2023-06-27,Spain,38,Female,Smartphone,1
480,Basic,15,2022-09-04,2023-06-27,Italy,37,Female,Laptop,1
481,Premium,12,2022-09-04,2023-06-26,United States,36,Male,Smart TV,1
482,Basic,11,2022-08-27,2023-06-27,Canada,30,Male,Smart TV,1
483,Standard,14,2022-08-25,2023-06-27,United Kingdom,28,Male,Smart TV,1
484,Standard,13,2022-08-25,2023-06-28,Australia,40,Male,Smartphone,1
485,Basic,14,2022-09-01,2023-06-28,Germany,28,Female,Tablet,1
486,Premium,15,2022-09-13,2023-06-26,France,37,Female,Laptop,1
487,Basic,15,2022-10-05,2023-06-29,Brazil,30,Male,Smart TV,1
488,Standard,11,2022-10-08,2023-06-28,Mexico,33,Female,Smart TV,1
489,Premium,11,2022-10-26,2023-06-28,Spain,49,Male,Tablet,1
490,Basic,12,2022-10-18,2023-06-29,Italy,36,Female,Smart TV,1
491,Premium,12,2022-10-07,2023-06-28,United States,28,Female,Smartphone,1
492,Basic,10,2022-09-17,2023-06-30,Canada,51,Male,Tablet,1
493,Standard,11,2022-09-18,2023-06-27,United Kingdom,35,Female,Smartphone,1
494,Standard,14,2022-09-27,2023-06-29,Australia,31,Male,Smart TV,1
495,Basic,13,2022-09-30,2023-06-27,Germany,39,Male,Smartphone,1
496,Premium,10,2022-10-30,2023-06-30,France,51,Female,Laptop,1
497,Basic,11,2022-11-09,2023-06-29,Brazil,44,Male,Smartphone,1
498,Standard,11,2022-11-17,2023-06-28,Mexico,41,Female,Smartphone,1
499,Premium,10,2022-11-18,2023-06-26,Spain,28,Female,Laptop,1
500,Basic,15,2022-11-22,2023-06-30,Italy,38,Male,Laptop,1
501,Premium,14,2022-11-22,2023-06-28,Spain,43,Male,Smartphone,1
502,Basic,13,2022-11-21,2023-06-30,Spain,38,Male,Smartphone,1
503,Standard,14,2022-11-10,2023-06-26,United States,30,Male,Tablet,1
504,Standard,12,2022-10-21,2023-06-29,Canada,32,Female,Laptop,1
505,Basic,11,2022-10-21,2023-06-28,United States,35,Male,Smartphone,1
506,Premium,14,2022-10-23,2023-06-29,United States,27,Male,Smart TV,1
507,Basic,15,2022-10-24,2023-06-26,Canada,49,Female,Tablet,1
508,Standard,12,2022-10-23,2023-06-28,United Kingdom,42,Female,Tablet,1
509,Premium,10,2022-10-21,2023-06-28,Australia,40,Male,Smartphone,1
510,Basic,15,2022-10-06,2023-06-29,Germany,43,Female,Tablet,1
511,Premium,11,2022-07-26,2023-06-28,France,44,Female,Smart TV,1
512,Basic,15,2022-07-13,2023-06-28,Brazil,32,Male,Tablet,1
513,Standard,10,2022-07-06,2023-06-28,Mexico,50,Male,Tablet,1
514,Standard,14,2022-07-07,2023-06-28,Spain,35,Male,Tablet,1
515,Basic,15,2022-07-01,2023-06-29,Italy,44,Female,Laptop,1
516,Premium,14,2022-07-31,2023-06-28,Spain,42,Female,Smart TV,1
517,Basic,12,2022-08-06,2023-06-28,Spain,34,Female,Smart TV,1
518,Standard,15,2022-08-07,2023-06-27,United States,37,Female,Tablet,1
519,Premium,10,2022-08-06,2023-06-28,Canada,43,Male,Smartphone,1
520,Basic,13,2022-08-03,2023-06-28,United States,32,Male,Smart TV,1
521,Basic,15,2022-06-18,2023-06-28,United States,33,Female,Smart TV,1
522,Basic,14,2022-06-17,2023-06-27,Canada,32,Female,Tablet,1
523,Standard,13,2022-06-07,2023-06-29,United Kingdom,41,Male,Smartphone,1
524,Premium,15,2022-06-06,2023-06-28,Australia,31,Male,Tablet,1
525,Basic,14,2022-06-04,2023-06-27,Germany,44,Male,Tablet,1
526,Basic,11,2022-06-20,2023-06-28,France,49,Male,Laptop,1
527,Premium,10,2022-07-10,2023-06-28,Brazil,48,Female,Tablet,1
528,Standard,13,2022-07-13,2023-06-29,Mexico,42,Female,Smartphone,1
529,Standard,11,2022-07-07,2023-06-27,Spain,50,Female,Laptop,1
530,Basic,14,2022-06-22,2023-06-28,Italy,49,Female,Smart TV,1
531,Premium,14,2022-06-15,2023-06-27,Spain,30,Female,Laptop,1
532,Standard,11,2022-06-03,2023-06-28,Spain,38,Male,Laptop,1
533,Basic,14,2022-06-04,2023-06-27,United States,38,Male,Smartphone,1
534,Standard,11,2022-06-05,2023-06-28,Canada,39,Female,Smart TV,1
535,Premium,15,2022-06-07,2023-06-29,United States,42,Female,Laptop,1
536,Basic,10,2022-06-14,2023-06-29,United States,28,Male,Smart TV,1
537,Premium,10,2022-06-17,2023-06-27,Canada,38,Male,Smartphone,1
538,Standard,14,2022-06-19,2023-06-28,United Kingdom,40,Female,Tablet,1
539,Basic,12,2022-07-02,2023-06-29,Australia,30,Female,Tablet,1
540,Standard,10,2022-07-03,2023-06-29,Germany,40,Male,Smartphone,1
541,Premium,10,2022-07-13,2023-06-27,France,31,Male,Smart TV,1
542,Basic,14,2022-07-26,2023-06-27,Brazil,41,Male,Smartphone,1
543,Standard,11,2022-07-27,2023-06-28,Mexico,37,Male,Smartphone,1
544,Premium,14,2022-08-08,2023-06-28,Spain,49,Male,Tablet,1
545,Basic,14,2022-08-17,2023-06-27,Italy,29,Male,Smart TV,1
546,Premium,10,2022-08-20,2023-06-26,Spain,31,Male,Smart TV,1
547,Basic,10,2022-09-05,2023-06-27,Spain,39,Male,Tablet,1
548,Standard,12,2022-09-05,2023-06-27,United States,51,Female,Smartphone,1
549,Standard,10,2022-09-05,2023-06-27,Canada,38,Female,Smartphone,1
550,Basic,11,2022-09-06,2023-06-27,United States,29,Female,Tablet,1
551,Premium,13,2022-09-03,2023-06-28,United States,41,Female,Laptop,1
552,Basic,13,2022-08-29,2023-06-27,Canada,48,Female,Tablet,1
553,Standard,14,2022-08-27,2023-06-28,United Kingdom,39,Male,Smart TV,1
554,Premium,12,2022-08-29,2023-06-29,Australia,37,Male,Smartphone,1
555,Basic,11,2022-09-13,2023-06-28,Germany,37,Female,Smartphone,1
556,Premium,14,2022-09-24,2023-06-27,France,34,Male,Smartphone,1
557,Basic,15,2022-10-05,2023-06-29,Brazil,37,Male,Smartphone,1
558,Standard,14,2022-10-18,2023-06-30,Mexico,37,Female,Smart TV,1
559,Standard,13,2022-10-19,2023-06-28,Spain,51,Female,Tablet,1
560,Basic,15,2022-10-14,2023-06-29,Italy,45,Male,Laptop,1
561,Premium,14,2022-09-30,2023-06-28,Spain,29,Female,Laptop,1
562,Basic,14,2022-09-19,2023-06-30,Spain,37,Male,Laptop,1
563,Standard,10,2022-09-24,2023-06-29,United States,34,Male,Tablet,1
564,Premium,14,2022-09-28,2023-06-29,Canada,35,Male,Smartphone,1
565,Basic,12,2022-09-29,2023-06-27,United States,29,Male,Laptop,1
566,Premium,11,2022-10-11,2023-07-01,United States,45,Male,Tablet,1
567,Basic,14,2022-11-08,2023-06-29,Canada,36,Male,Smart TV,1
568,Standard,11,2022-11-16,2023-06-28,United Kingdom,27,Female,Laptop,1
569,Standard,10,2022-11-17,2023-06-26,Australia,31,Female,Laptop,1
570,Basic,10,2022-11-20,2023-06-30,Germany,41,Female,Laptop,1
571,Premium,13,2022-11-21,2023-06-29,France,37,Male,Smart TV,1
572,Basic,12,2022-11-21,2023-06-30,Brazil,49,Female,Tablet,1
573,Standard,12,2022-11-18,2023-06-27,Mexico,37,Female,Smart TV,1
574,Premium,14,2022-10-26,2023-06-29,Spain,36,Female,Smartphone,1
575,Basic,13,2022-10-25,2023-06-28,Italy,38,Female,Smart TV,1
576,Premium,15,2022-10-26,2023-06-30,Spain,49,Female,Tablet,1
577,Basic,15,2022-10-23,2023-06-26,Spain,31,Male,Laptop,1
578,Standard,13,2022-10-23,2023-06-28,United States,29,Female,Laptop,1
579,Standard,12,2022-10-16,2023-06-28,Canada,35,Female,Tablet,1
580,Basic,14,2022-08-09,2023-06-29,United States,46,Female,Tablet,1
581,Premium,10,2022-08-02,2023-06-29,United States,29,Female,Laptop,1
582,Basic,12,2022-07-16,2023-06-28,Canada,43,Female,Laptop,1
583,Standard,15,2022-07-17,2023-06-28,United Kingdom,38,Female,Tablet,1
584,Premium,14,2022-07-14,2023-06-28,Australia,48,Female,Smart TV,1
585,Basic,14,2022-07-16,2023-06-29,Germany,41,Male,Laptop,1
586,Premium,15,2022-08-06,2023-06-29,France,51,Female,Laptop,1
587,Basic,14,2022-08-07,2023-06-28,Brazil,39,Male,Smart TV,1
588,Standard,11,2022-08-07,2023-06-27,Mexico,31,Male,Smartphone,1
589,Standard,15,2022-08-04,2023-06-29,Spain,28,Male,Laptop,1
590,Basic,15,2022-07-29,2023-06-29,Italy,47,Male,Laptop,1
591,Premium,14,2022-06-19,2023-06-28,Spain,35,Female,Smart TV,1
592,Basic,15,2022-06-09,2023-06-29,Spain,33,Male,Smartphone,1
593,Standard,11,2022-06-06,2023-06-29,United States,41,Male,Smartphone,1
594,Premium,12,2022-06-06,2023-06-30,Canada,38,Female,Smart TV,1
595,Basic,10,2022-06-11,2023-06-28,United States,49,Male,Laptop,1
596,Basic,14,2022-06-18,2023-06-28,United States,29,Female,Smart TV,1
597,Basic,13,2022-06-27,2023-06-28,Canada,50,Male,Laptop,1
598,Standard,12,2022-07-05,2023-06-29,United Kingdom,29,Female,Tablet,1
599,Premium,15,2022-07-06,2023-06-27,Australia,44,Male,Smart TV,1
600,Basic,14,2022-06-16,2023-06-29,Germany,36,Female,Smart TV,1
601,Basic,14,2022-06-05,2023-06-30,France,46,Female,Smart TV,1
602,Premium,14,2022-06-05,2023-06-29,Brazil,30,Male,Smartphone,1
603,Standard,15,2022-06-06,2023-06-27,Mexico,46,Female,Tablet,1
604,Standard,15,2022-06-07,2023-06-28,Spain,33,Male,Smartphone,1
605,Basic,15,2022-06-10,2023-06-29,Italy,46,Female,Tablet,1
606,Premium,14,2022-06-13,2023-06-29,Spain,50,Male,Tablet,1
607,Standard,14,2022-06-14,2023-06-27,Spain,27,Female,Smart TV,1
608,Basic,12,2022-06-22,2023-06-28,United States,48,Female,Smart TV,1
609,Standard,14,2022-07-03,2023-06-29,Canada,50,Female,Smartphone,1
610,Premium,13,2022-07-05,2023-06-29,United States,28,Female,Tablet,1
611,Basic,15,2022-07-11,2023-06-28,United States,29,Female,Smartphone,1
612,Premium,11,2022-07-17,2023-06-27,Canada,36,Male,Smart TV,1
613,Standard,12,2022-07-27,2023-06-28,United Kingdom,51,Male,Laptop,1
614,Basic,15,2022-08-14,2023-06-28,Australia,51,Male,Smartphone,1
615,Standard,13,2022-08-15,2023-06-27,Germany,43,Male,Smart TV,1
616,Premium,14,2022-09-02,2023-06-27,France,38,Female,Laptop,1
617,Basic,11,2022-09-05,2023-06-28,Brazil,45,Female,Smartphone,1
618,Standard,10,2022-09-06,2023-06-28,Mexico,28,Female,Smart TV,1
619,Premium,11,2022-09-06,2023-06-29,Spain,27,Male,Smartphone,1
620,Basic,11,2022-09-05,2023-06-27,Italy,41,Female,Smartphone,1
621,Premium,14,2022-09-06,2023-06-29,Spain,49,Male,Smart TV,1
622,Basic,12,2022-08-29,2023-06-28,Spain,35,Male,Smartphone,1
623,Standard,13,2022-08-30,2023-06-28,United States,29,Female,Smart TV,1
624,Standard,10,2022-09-02,2023-06-30,Canada,42,Male,Smartphone,1
625,Basic,15,2022-09-20,2023-06-28,United States,33,Male,Tablet,1
626,Premium,10,2022-09-23,2023-06-30,United States,30,Male,Laptop,1
627,Basic,11,2022-09-29,2023-06-29,Canada,43,Female,Smart TV,1
628,Standard,10,2022-10-09,2023-07-01,United Kingdom,42,Male,Smartphone,1
629,Premium,11,2022-10-12,2023-06-29,Australia,39,Male,Tablet,1
630,Basic,15,2022-10-06,2023-06-30,Germany,32,Female,Smart TV,1
631,Premium,14,2022-09-21,2023-06-28,France,31,Male,Smartphone,1
632,Basic,13,2022-09-23,2023-07-01,Brazil,39,Male,Smartphone,1
633,Standard,12,2022-09-28,2023-06-29,Mexico,41,Female,Smartphone,1
634,Standard,12,2022-09-29,2023-06-29,Spain,51,Female,Smart TV,1
635,Basic,13,2022-10-03,2023-06-27,Italy,29,Male,Laptop,1
636,Premium,10,2022-10-28,2023-07-01,Spain,33,Female,Smart TV,1
637,Basic,12,2022-11-14,2023-06-29,Spain,51,Female,Tablet,1
638,Standard,11,2022-11-16,2023-07-01,United States,38,Male,Tablet,1
639,Premium,10,2022-11-17,2023-06-28,Canada,37,Female,Laptop,1
640,Basic,13,2022-11-20,2023-06-30,United States,50,Female,Laptop,1
641,Premium,12,2022-11-21,2023-06-29,United States,33,Male,Tablet,1
642,Basic,11,2022-11-19,2023-07-01,Canada,27,Male,Laptop,1
643,Standard,11,2022-10-28,2023-06-27,United Kingdom,50,Female,Smartphone,1
644,Standard,15,2022-10-27,2023-06-29,Australia,47,Female,Laptop,1
645,Basic,13,2022-10-27,2023-06-29,Germany,41,Male,Laptop,1
646,Premium,10,2022-10-27,2023-06-30,France,49,Female,Laptop,1
647,Basic,15,2022-10-25,2023-06-28,Brazil,32,Male,Smart TV,1
648,Standard,10,2022-10-17,2023-06-28,Mexico,38,Female,Smartphone,1
649,Premium,14,2022-08-20,2023-06-29,Spain,38,Female,Smartphone,1
650,Basic,15,2022-08-16,2023-06-29,Italy,28,Female,Smart TV,1
651,Premium,13,2022-08-15,2023-06-29,Spain,31,Male,Tablet,1
652,Basic,14,2022-08-15,2023-06-29,Spain,39,Female,Smartphone,1
653,Standard,11,2022-07-29,2023-06-29,United States,28,Female,Smartphone,1
654,Standard,12,2022-07-17,2023-06-28,Canada,30,Female,Smartphone,1
655,Basic,11,2022-07-26,2023-06-29,United States,42,Male,Tablet,1
656,Premium,14,2022-07-31,2023-06-29,United States,33,Female,Laptop,1
657,Basic,14,2022-08-03,2023-06-29,Canada,34,Female,Smart TV,1
658,Standard,13,2022-08-04,2023-06-29,United Kingdom,49,Female,Smart TV,1
659,Premium,13,2022-08-03,2023-06-29,Australia,41,Male,Laptop,1
660,Basic,12,2022-06-27,2023-06-29,Germany,28,Male,Smart TV,1
661,Premium,14,2022-06-27,2023-06-28,France,49,Female,Laptop,1
662,Basic,15,2022-06-15,2023-06-29,Brazil,49,Male,Tablet,1
663,Standard,11,2022-06-13,2023-06-29,Mexico,36,Male,Tablet,1
664,Standard,11,2022-06-12,2023-06-30,Spain,31,Male,Smart TV,1
665,Basic,10,2022-06-18,2023-06-28,Italy,38,Male,Smartphone,1
666,Premium,15,2022-06-26,2023-06-29,Spain,34,Female,Tablet,1
667,Basic,11,2022-06-30,2023-06-30,Spain,51,Female,Smartphone,1
668,Standard,13,2022-07-03,2023-06-30,United States,49,Male,Smart TV,1
669,Premium,13,2022-06-19,2023-06-28,Canada,27,Female,Tablet,1
670,Basic,10,2022-06-08,2023-06-29,United States,38,Male,Smart TV,1
671,Basic,10,2022-06-08,2023-06-30,United States,51,Male,Tablet,1
672,Basic,14,2022-06-09,2023-06-30,Canada,47,Female,Tablet,1
673,Standard,15,2022-06-09,2023-06-27,United Kingdom,37,Male,Smartphone,1
674,Premium,13,2022-06-10,2023-06-28,Australia,37,Female,Laptop,1
675,Basic,11,2022-06-11,2023-06-29,Germany,39,Female,Tablet,1
676,Basic,11,2022-06-13,2023-06-29,France,31,Male,Smartphone,1
677,Premium,13,2022-06-17,2023-06-28,Brazil,36,Male,Smart TV,1
678,Standard,15,2022-06-27,2023-06-28,Mexico,42,Female,Smart TV,1
679,Standard,11,2022-07-05,2023-06-29,Spain,49,Male,Laptop,1
680,Basic,15,2022-07-07,2023-06-29,Italy,44,Female,Laptop,1
681,Premium,11,2022-07-16,2023-06-28,Spain,33,Male,Laptop,1
682,Standard,11,2022-07-23,2023-06-27,Spain,42,Male,Tablet,1
683,Basic,13,2022-08-03,2023-06-29,United States,39,Male,Smartphone,1
684,Standard,10,2022-08-11,2023-06-29,Canada,49,Male,Smartphone,1
685,Premium,12,2022-08-15,2023-06-30,United States,31,Male,Smartphone,1
686,Basic,14,2022-08-18,2023-06-28,United States,37,Male,Tablet,1
687,Premium,13,2022-08-26,2023-06-29,Canada,30,Female,Tablet,1
688,Standard,10,2022-09-03,2023-06-28,United Kingdom,42,Male,Smartphone,1
689,Basic,15,2022-09-04,2023-06-29,Australia,37,Female,Smart TV,1
690,Standard,15,2022-09-05,2023-06-30,Germany,36,Male,Laptop,1
691,Premium,11,2022-09-01,2023-06-29,France,28,Female,Laptop,1
692,Basic,15,2022-08-31,2023-06-30,Brazil,36,Male,Tablet,1
693,Standard,14,2022-09-01,2023-06-29,Mexico,31,Female,Tablet,1
694,Premium,14,2022-09-17,2023-07-01,Spain,46,Male,Smart TV,1
695,Basic,13,2022-09-21,2023-06-28,Italy,28,Male,Laptop,1
696,Premium,15,2022-09-29,2023-07-01,Spain,31,Male,Tablet,1
697,Basic,12,2022-10-06,2023-06-29,Spain,43,Male,Smart TV,1
698,Standard,10,2022-10-12,2023-07-02,United States,28,Male,Laptop,1
699,Standard,13,2022-10-07,2023-06-30,Canada,32,Female,Smartphone,1
700,Basic,12,2022-10-04,2023-06-30,United States,31,Female,Laptop,1
701,Premium,11,2022-09-24,2023-06-28,United States,45,Male,Smart TV,1
702,Basic,14,2022-09-25,2023-07-01,Canada,36,Male,Smartphone,1
703,Standard,14,2022-09-27,2023-06-30,United Kingdom,35,Male,Laptop,1
704,Premium,13,2022-09-30,2023-07-01,Australia,27,Female,Tablet,1
705,Basic,13,2022-10-04,2023-06-28,Germany,32,Male,Laptop,1
706,Premium,12,2022-10-24,2023-07-01,France,46,Female,Smartphone,1
707,Basic,12,2022-10-28,2023-06-30,Brazil,36,Male,Smart TV,1
708,Standard,13,2022-11-02,2023-07-01,Mexico,39,Male,Laptop,1
709,Standard,12,2022-11-07,2023-06-28,Spain,48,Female,Smart TV,1
710,Basic,10,2022-11-10,2023-06-30,Italy,48,Female,Smart TV,1
711,Premium,14,2022-11-15,2023-06-29,Spain,27,Female,Laptop,1
712,Basic,13,2022-11-08,2023-07-01,Spain,45,Male,Tablet,1
713,Standard,10,2022-11-01,2023-06-27,United States,30,Male,Laptop,1
714,Premium,15,2022-10-30,2023-06-29,Canada,29,Male,Tablet,1
715,Basic,12,2022-10-28,2023-06-29,United States,43,Female,Laptop,1
716,Premium,10,2022-10-26,2023-06-30,United States,43,Male,Laptop,1
717,Basic,15,2022-10-18,2023-06-29,Canada,39,Female,Tablet,1
718,Standard,14,2022-09-30,2023-06-30,United Kingdom,27,Male,Tablet,1
719,Standard,10,2022-09-03,2023-06-29,Australia,33,Female,Tablet,1
